source,target,weight
2,167,23
2,168,31
2,170,92
2,172,81
2,176,49
2,177,41
2,179,45
2,180,28
2,181,11
2,182,85
2,183,78
2,193,45
2,194,43
2,201,56
2,204,42
2,212,54
2,214,35
2,218,83
2,219,89
2,224,14
2,227,93
2,231,20
2,233,11
2,235,57
2,236,10
2,240,37
2,246,36
2,253,91
2,3,4
3,11,89
3,12,85
3,15,82
3,18,33
3,22,59
3,28,78
3,32,79
3,42,33
3,56,22
3,57,20
3,61,9
3,64,10
3,65,83
3,67,86
3,68,16
3,69,85
3,72,90
3,73,72
3,76,99
3,78,59
3,82,61
3,95,16
3,96,83
3,105,3
3,108,24
3,109,65
3,111,27
3,112,46
3,132,49
3,153,78
3,156,93
3,157,4
3,158,38
3,161,64
3,163,10
3,174,66
3,175,73
3,177,7
3,178,28
3,179,79
3,185,100
3,193,83
3,197,1
3,198,7
3,199,78
3,205,16
3,208,46
3,211,26
3,213,33
3,216,98
3,221,32
3,225,10
3,229,23
3,234,25
3,239,97
3,240,66
3,243,87
3,244,73
3,250,1
3,252,18
3,254,15
3,255,41
3,4,80
4,9,84
4,13,32
4,22,72
4,23,35
4,24,46
4,25,5
4,30,76
4,31,22
4,35,19
4,36,91
4,39,30
4,40,34
4,46,78
4,48,48
4,49,65
4,52,8
4,53,78
4,55,62
4,57,65
4,58,31
4,59,49
4,60,28
4,64,17
4,66,72
4,86,88
4,88,25
4,89,11
4,92,70
4,93,7
4,97,92
4,105,18
4,108,50
4,110,73
4,112,45
4,117,90
4,121,37
4,123,78
4,127,61
4,141,51
4,143,21
4,145,26
4,146,60
4,147,58
4,148,60
4,151,1
4,157,42
4,159,57
4,162,65
4,171,38
4,174,95
4,180,9
4,183,80
4,189,77
4,193,86
4,195,47
4,205,15
4,211,14
4,213,34
4,214,16
4,215,2
4,216,84
4,220,54
4,221,52
4,225,74
4,232,39
4,238,28
4,242,29
4,253,65
4,255,16
4,5,76
5,12,35
5,13,51
5,16,48
5,26,23
5,29,34
5,32,97
5,39,10
5,40,78
5,42,15
5,44,67
5,45,60
5,46,91
5,47,34
5,50,30
5,56,15
5,58,81
5,60,85
5,65,84
5,67,64
5,68,22
5,70,10
5,75,92
5,79,42
5,81,10
5,83,32
5,88,59
5,89,65
5,95,78
5,98,67
5,99,71
5,101,4
5,107,12
5,109,12
5,110,56
5,111,43
5,112,39
5,117,40
5,126,36
5,127,51
5,129,45
5,132,78
5,133,59
5,138,51
5,140,94
5,145,87
5,148,19
5,153,45
5,157,78
5,158,80
5,160,49
5,161,97
5,180,92
5,183,15
5,191,58
5,193,66
5,206,57
5,207,13
5,209,87
5,211,39
5,212,77
5,219,39
5,220,100
5,223,67
5,228,61
5,229,4
5,231,39
5,232,89
5,233,38
5,235,90
5,236,47
5,237,90
5,244,77
5,248,53
5,252,76
5,6,5
6,7,43
6,13,81
6,14,40
6,15,95
6,17,96
6,18,72
6,19,2
6,20,91
6,25,66
6,27,55
6,29,32
6,30,91
6,32,100
6,34,69
6,36,35
6,38,43
6,39,42
6,44,76
6,45,13
6,47,2
6,51,40
6,52,22
6,53,65
6,60,92
6,81,86
6,84,71
6,87,47
6,98,7
6,102,67
6,107,27
6,108,58
6,109,92
6,112,9
6,116,2
6,119,64
6,124,89
6,129,57
6,130,86
6,135,60
6,137,98
6,138,87
6,142,63
6,147,50
6,155,1
6,157,9
6,158,52
6,160,78
6,167,92
6,169,50
6,170,24
6,173,34
6,176,80
6,177,29
6,178,84
6,181,65
6,182,55
6,185,34
6,186,57
6,187,9
6,188,86
6,189,71
6,191,46
6,192,91
6,193,22
6,195,36
6,200,36
6,201,64
6,204,24
6,205,11
6,207,47
6,210,51
6,212,19
6,213,57
6,214,60
6,220,64
6,221,73
6,223,88
6,226,6
6,227,23
6,228,55
6,230,98
6,231,87
6,232,35
6,233,26
6,242,89
6,247,93
6,248,44
7,12,68
7,13,18
7,14,68
7,18,39
7,21,69
7,22,23
7,24,64
7,26,52
7,35,96
7,36,17
7,40,67
7,50,70
7,52,69
7,53,55
7,56,57
7,57,83
7,62,100
7,65,38
7,66,75
7,67,98
7,70,34
7,71,75
7,85,78
7,86,23
7,88,14
7,89,58
7,90,25
7,92,39
7,97,10
7,99,31
7,105,29
7,108,89
7,109,35
7,112,43
7,113,72
7,123,98
7,124,3
7,127,48
7,128,6
7,132,77
7,136,78
7,138,69
7,141,37
7,158,65
7,160,42
7,162,7
7,170,94
7,174,51
7,176,55
7,183,76
7,186,93
7,192,1
7,194,72
7,195,2
7,197,74
7,202,81
7,203,62
7,206,97
7,214,23
7,219,38
7,220,41
7,221,23
7,223,95
7,232,49
7,234,4
7,237,16
7,240,60
7,241,63
7,247,68
7,249,41
7,253,57
7,255,82
7,8,39
8,12,72
8,13,25
8,18,49
8,24,22
8,25,89
8,28,39
8,30,44
8,33,33
8,34,26
8,35,37
8,36,29
8,39,22
8,40,28
8,48,42
8,66,30
8,67,40
8,68,80
8,70,18
8,83,53
8,84,79
8,88,93
8,95,7
8,96,37
8,100,69
8,103,15
8,105,89
8,110,19
8,117,25
8,118,99
8,120,75
8,122,8
8,124,12
8,125,44
8,130,6
8,132,14
8,133,45
8,137,35
8,140,83
8,142,17
8,145,46
8,150,29
8,152,62
8,154,59
8,156,75
8,160,88
8,162,65
8,168,92
8,175,89
8,176,69
8,177,48
8,178,5
8,183,79
8,186,29
8,196,36
8,203,26
8,206,41
8,207,18
8,208,71
8,209,61
8,211,98
8,212,54
8,218,9
8,230,11
8,234,40
8,235,73
8,237,66
8,239,84
8,242,50
8,248,44
8,250,100
8,253,87
8,9,74
9,13,73
9,14,89
9,18,95
9,29,71
9,30,77
9,34,5
9,39,96
9,47,75
9,52,21
9,54,51
9,55,14
9,59,17
9,70,72
9,71,99
9,72,96
9,73,51
9,77,83
9,78,5
9,80,46
9,84,72
9,85,8
9,87,78
9,89,64
9,91,16
9,93,22
9,97,92
9,99,60
9,109,1
9,114,73
9,115,22
9,119,69
9,123,50
9,132,2
9,136,29
9,143,32
9,144,35
9,146,65
9,157,59
9,158,98
9,159,17
9,162,29
9,163,33
9,165,30
9,167,52
9,169,9
9,174,93
9,180,20
9,184,78
9,186,48
9,191,3
9,192,27
9,195,53
9,198,55
9,201,28
9,202,31
9,203,97
9,210,94
9,213,57
9,223,5
9,227,14
9,228,24
9,229,89
9,230,100
9,231,47
9,232,17
9,239,18
9,240,23
9,241,56
9,245,60
9,250,84
9,251,93
9,252,72
9,10,72
10,11,56
10,15,65
10,16,20
10,17,36
10,20,90
10,22,21
10,23,91
10,24,33
10,27,40
10,28,52
10,31,4
10,33,39
10,34,5
10,39,59
10,41,14
10,42,52
10,46,35
10,47,100
10,48,97
10,49,75
10,51,17
10,53,74
10,54,33
10,55,45
10,56,6
10,61,36
10,62,39
10,66,4
10,67,83
10,68,46
10,70,10
10,77,99
10,79,3
10,82,9
10,83,34
10,84,15
10,88,48
10,90,30
10,93,55
10,94,7
10,96,85
10,99,29
10,102,43
10,105,7
10,113,19
10,128,17
10,132,22
10,135,30
10,145,13
10,149,58
10,150,23
10,157,69
10,158,37
10,159,13
10,160,8
10,163,90
10,165,45
10,177,68
10,178,7
10,179,78
10,184,63
10,186,50
10,191,24
10,195,83
10,197,98
10,198,100
10,201,76
10,203,72
10,213,55
10,216,72
10,219,14
10,225,83
10,228,78
10,233,24
10,238,86
10,239,83
10,241,91
10,243,77
10,246,69
10,247,8
10,249,7
10,250,20
10,252,5
10,253,71
11,13,38
11,14,7
11,17,8
11,19,31
11,24,49
11,32,6
11,33,28
11,34,61
11,37,20
11,42,43
11,45,92
11,46,21
11,48,93
11,53,87
11,55,24
11,59,31
11,60,20
11,62,17
11,70,29
11,76,89
11,77,50
11,78,19
11,79,10
11,83,41
11,86,45
11,88,85
11,90,24
11,94,49
11,97,97
11,110,14
11,119,27
11,126,17
11,132,47
11,137,20
11,143,49
11,144,2
11,159,25
11,161,8
11,162,70
11,163,21
11,164,75
11,165,96
11,168,27
11,172,56
11,173,51
11,175,18
11,176,43
11,178,46
11,181,52
11,187,42
11,191,54
11,201,62
11,202,99
11,204,73
11,205,31
11,207,46
11,208,77
11,214,64
11,216,7
11,224,51
11,227,18
11,230,71
11,232,91
11,233,60
11,235,78
11,238,62
11,242,19
11,243,87
11,244,24
11,246,32
11,247,19
11,249,32
11,254,27
11,12,45
12,13,68
12,15,85
12,16,46
12,18,58
12,23,16
12,24,75
12,29,8
12,30,86
12,34,51
12,35,41
12,39,89
12,41,55
12,46,49
12,57,98
12,59,70
12,62,10
12,65,35
12,66,30
12,69,62
12,76,15
12,77,5
12,88,37
12,91,46
12,92,35
12,94,35
12,97,33
12,100,28
12,105,98
12,106,9
12,109,73
12,115,13
12,117,91
12,124,70
12,127,12
12,128,79
12,129,95
12,134,52
12,135,46
12,137,16
12,142,10
12,144,90
12,145,50
12,146,13
12,158,6
12,160,79
12,165,24
12,169,8
12,172,59
12,174,50
12,175,52
12,176,90
12,181,54
12,182,82
12,183,78
12,184,16
12,185,63
12,186,38
12,188,75
12,190,35
12,192,67
12,193,58
12,195,88
12,201,67
12,203,82
12,204,52
12,209,5
12,213,30
12,214,57
12,219,32
12,222,66
12,223,77
12,224,4
12,226,95
12,231,72
12,234,90
12,235,48
12,236,17
12,238,88
12,242,62
12,254,32
12,255,26
13,16,22
13,18,75
13,19,9
13,20,1
13,22,36
13,24,44
13,26,73
13,36,2
13,40,75
13,46,82
13,48,62
13,50,9
13,51,33
13,55,67
13,56,42
13,64,76
13,68,7
13,71,6
13,72,18
13,74,21
13,77,59
13,80,96
13,82,3
13,83,99
13,86,67
13,89,19
13,90,90
13,92,99
13,94,75
13,95,41
13,104,15
13,106,50
13,114,88
13,123,23
13,131,36
13,132,29
13,134,81
13,135,8
13,137,82
13,139,43
13,140,86
13,142,58
13,145,56
13,146,46
13,149,56
13,150,92
13,151,17
13,154,22
13,155,35
13,160,66
13,170,54
13,174,3
13,176,59
13,178,19
13,180,95
13,181,71
13,182,2
13,186,32
13,190,52
13,194,91
13,195,90
13,204,17
13,206,28
13,207,70
13,212,48
13,214,33
13,217,79
13,221,38
13,226,6
13,229,6
13,231,92
13,232,94
13,236,12
13,240,30
13,243,10
13,247,96
13,248,100
13,249,12
13,252,91
13,14,5
14,17,9
14,19,58
14,22,84
14,28,42
14,31,65
14,32,73
14,33,71
14,37,32
14,46,2
14,47,18
14,48,27
14,51,88
14,52,13
14,55,61
14,56,70
14,57,11
14,58,80
14,59,58
14,60,26
14,62,12
14,67,47
14,71,43
14,74,9
14,75,78
14,79,92
14,81,82
14,83,74
14,88,66
14,91,88
14,92,93
14,93,81
14,97,38
14,100,85
14,108,45
14,109,14
14,116,66
14,118,48
14,124,31
14,129,54
14,131,65
14,135,59
14,138,5
14,140,54
14,142,85
14,148,17
14,150,70
14,157,18
14,161,33
14,165,20
14,167,37
14,169,81
14,173,57
14,174,2
14,175,50
14,180,85
14,181,30
14,183,64
14,186,16
14,190,55
14,191,2
14,193,88
14,201,38
14,202,49
14,207,8
14,209,80
14,213,67
14,214,44
14,219,86
14,221,89
14,222,14
14,226,23
14,227,97
14,235,22
14,237,50
14,238,86
14,242,74
14,245,34
14,255,96
14,15,52
15,16,18
15,18,64
15,20,72
15,26,13
15,33,63
15,35,45
15,41,43
15,43,4
15,53,94
15,54,31
15,58,1
15,60,83
15,61,64
15,62,86
15,66,15
15,68,14
15,69,62
15,70,22
15,72,70
15,78,59
15,82,87
15,83,18
15,91,50
15,93,59
15,99,37
15,104,100
15,105,72
15,107,48
15,113,56
15,117,8
15,119,97
15,122,91
15,127,62
15,128,84
15,130,53
15,132,71
15,136,18
15,138,68
15,143,25
15,149,2
15,153,87
15,155,50
15,157,40
15,165,43
15,168,22
15,171,97
15,173,78
15,174,54
15,176,12
15,186,17
15,187,42
15,191,60
15,194,3
15,199,56
15,200,15
15,209,3
15,213,6
15,214,27
15,215,97
15,216,40
15,217,93
15,220,47
15,233,12
15,234,81
15,236,78
15,239,24
15,240,10
15,242,68
15,251,66
15,252,94
15,255,28
16,17,52
16,18,2
16,19,79
16,25,24
16,28,64
16,30,8
16,33,13
16,35,78
16,38,48
16,39,38
16,45,85
16,49,9
16,50,4
16,54,72
16,58,17
16,59,6
16,62,46
16,69,3
16,74,24
16,77,4
16,78,74
16,88,81
16,90,40
16,101,74
16,128,28
16,129,66
16,130,64
16,131,86
16,135,39
16,146,12
16,150,37
16,153,32
16,160,95
16,163,38
16,164,13
16,165,23
16,166,21
16,168,68
16,170,90
16,171,83
16,174,46
16,176,52
16,178,78
16,185,53
16,186,70
16,188,59
16,193,32
16,194,18
16,195,95
16,196,54
16,198,68
16,200,28
16,202,65
16,206,96
16,216,21
16,218,90
16,219,92
16,228,2
16,231,41
16,244,31
16,245,57
16,252,6
16,255,29
17,18,47
17,23,20
17,28,5
17,31,80
17,35,57
17,36,59
17,39,1
17,40,100
17,43,26
17,45,87
17,52,97
17,54,41
17,55,14
17,60,70
17,61,30
17,62,30
17,65,47
17,72,72
17,75,45
17,77,50
17,79,24
17,80,84
17,82,43
17,84,59
17,85,36
17,86,33
17,87,27
17,91,11
17,95,31
17,96,79
17,98,10
17,99,54
17,100,72
17,103,58
17,111,11
17,114,74
17,115,83
17,121,32
17,122,100
17,126,86
17,130,28
17,134,22
17,135,41
17,140,69
17,141,63
17,145,96
17,147,70
17,166,10
17,168,99
17,170,64
17,172,69
17,174,24
17,177,40
17,182,5
17,183,40
17,188,59
17,189,45
17,191,55
17,192,29
17,193,81
17,194,97
17,196,62
17,197,53
17,204,23
17,206,46
17,213,57
17,219,81
17,229,81
17,236,11
17,237,30
17,240,2
17,241,43
17,242,17
17,243,15
17,245,61
17,248,36
17,253,74
17,254,58
18,23,26
18,25,54
18,26,25
18,27,15
18,42,83
18,45,56
18,51,35
18,52,95
18,53,36
18,54,94
18,56,56
18,60,24
18,63,9
18,64,92
18,65,13
18,66,76
18,67,43
18,68,46
18,69,44
18,80,39
18,87,45
18,89,5
18,90,36
18,91,5
18,93,81
18,95,19
18,96,24
18,97,78
18,104,26
18,108,49
18,109,79
18,114,84
18,115,17
18,116,69
18,119,67
18,122,80
18,123,87
18,127,77
18,128,65
18,131,53
18,132,61
18,133,73
18,134,11
18,135,98
18,136,87
18,143,17
18,148,7
18,150,3
18,151,31
18,153,9
18,158,61
18,159,89
18,163,90
18,165,33
18,170,30
18,171,72
18,172,43
18,175,65
18,176,60
18,179,21
18,181,78
18,189,66
18,193,68
18,203,41
18,207,99
18,208,3
18,212,11
18,213,56
18,215,98
18,225,15
18,231,4
18,232,30
18,233,7
18,248,24
18,253,43
18,19,58
19,21,99
19,24,17
19,30,6
19,35,41
19,39,30
19,40,99
19,41,32
19,46,90
19,56,15
19,60,94
19,63,6
19,64,56
19,68,24
19,81,3
19,84,35
19,87,86
19,90,4
19,94,97
19,97,85
19,103,7
19,106,76
19,107,95
19,110,67
19,119,60
19,122,2
19,132,52
19,135,32
19,141,66
19,145,5
19,147,29
19,150,88
19,162,72
19,163,65
19,164,4
19,169,51
19,170,57
19,171,86
19,173,19
19,178,66
19,186,24
19,189,73
19,190,45
19,191,19
19,194,6
19,197,46
19,202,95
19,205,82
19,206,71
19,207,77
19,212,17
19,219,49
19,221,85
19,223,82
19,226,54
19,227,74
19,230,55
19,236,91
19,242,40
19,246,10
19,254,10
19,255,38
19,20,62
20,23,11
20,31,54
20,34,76
20,41,45
20,42,13
20,44,59
20,48,99
20,49,25
20,53,19
20,54,69
20,55,53
20,56,65
20,68,84
20,71,55
20,76,74
20,78,91
20,86,96
20,90,25
20,93,96
20,96,67
20,105,86
20,114,91
20,115,95
20,116,47
20,117,44
20,118,71
20,123,51
20,124,41
20,127,13
20,128,27
20,129,37
20,131,82
20,132,10
20,133,63
20,139,93
20,140,37
20,141,65
20,146,4
20,148,55
20,149,66
20,151,43
20,158,36
20,160,80
20,162,19
20,163,47
20,172,22
20,174,1
20,181,2
20,185,73
20,189,88
20,190,1
20,195,89
20,196,74
20,203,83
20,204,58
20,205,53
20,206,17
20,214,29
20,219,16
20,220,80
20,224,58
20,225,66
20,227,7
20,229,100
20,230,69
20,237,1
20,239,52
20,240,44
20,244,54
20,254,43
20,21,13
21,24,79
21,25,95
21,32,6
21,36,12
21,41,18
21,44,100
21,45,5
21,46,65
21,48,97
21,56,12
21,59,60
21,61,82
21,63,68
21,75,44
21,76,53
21,79,71
21,81,11
21,83,2
21,85,49
21,91,85
21,101,95
21,111,42
21,118,18
21,120,80
21,122,59
21,123,9
21,125,44
21,126,62
21,127,24
21,128,95
21,130,28
21,131,68
21,132,35
21,140,5
21,141,69
21,144,66
21,158,58
21,161,39
21,162,60
21,163,55
21,169,50
21,174,42
21,177,27
21,184,30
21,186,72
21,188,41
21,190,87
21,199,87
21,202,86
21,205,65
21,206,32
21,209,48
21,216,66
21,218,58
21,219,91
21,220,42
21,223,4
21,231,64
21,234,53
21,236,84
21,237,23
21,251,89
21,255,56
21,22,91
22,34,31
22,36,60
22,38,70
22,44,86
22,48,83
22,57,21
22,60,88
22,62,48
22,72,78
22,73,64
22,77,70
22,78,11
22,82,39
22,86,24
22,90,85
22,95,15
22,96,37
22,98,3
22,101,36
22,104,17
22,112,68
22,116,87
22,117,57
22,119,37
22,120,65
22,122,63
22,131,51
22,134,88
22,137,73
22,139,72
22,146,39
22,147,15
22,152,79
22,153,34
22,155,57
22,160,100
22,162,18
22,165,3
22,167,27
22,179,13
22,183,96
22,186,1
22,187,36
22,194,86
22,201,71
22,210,100
22,212,4
22,215,59
22,223,32
22,224,65
22,229,13
22,231,87
22,233,95
22,238,54
22,242,70
22,249,65
22,23,40
23,24,94
23,34,27
23,39,38
23,40,97
23,41,67
23,42,70
23,43,80
23,50,13
23,52,94
23,56,28
23,58,56
23,59,99
23,60,40
23,63,25
23,65,30
23,67,49
23,70,72
23,72,24
23,75,45
23,81,43
23,85,37
23,86,62
23,88,20
23,89,37
23,90,90
23,95,45
23,96,64
23,97,71
23,102,95
23,103,22
23,104,19
23,109,39
23,114,24
23,115,97
23,126,36
23,128,12
23,129,33
23,138,8
23,144,76
23,150,74
23,157,4
23,158,64
23,163,47
23,165,80
23,168,92
23,171,13
23,173,9
23,179,83
23,184,30
23,185,50
23,189,49
23,193,89
23,202,67
23,205,35
23,206,30
23,209,58
23,211,49
23,213,41
23,214,96
23,217,94
23,218,34
23,219,49
23,223,78
23,225,22
23,230,40
23,232,69
23,235,40
23,238,29
23,239,38
23,247,40
23,250,77
23,253,34
23,255,1
24,25,83
24,30,66
24,40,42
24,44,7
24,49,8
24,54,61
24,56,46
24,58,96
24,61,32
24,62,14
24,63,59
24,66,44
24,75,90
24,77,51
24,78,45
24,80,23
24,90,60
24,91,61
24,95,23
24,96,43
24,97,11
24,101,51
24,102,34
24,104,79
24,108,25
24,109,38
24,111,57
24,119,86
24,123,6
24,130,38
24,132,95
24,133,21
24,142,17
24,151,30
24,157,73
24,158,20
24,159,88
24,163,25
24,165,77
24,170,82
24,172,11
24,175,70
24,178,100
24,181,54
24,191,57
24,193,51
24,194,21
24,195,89
24,196,90
24,200,53
24,203,95
24,207,57
24,208,17
24,209,75
24,211,62
24,213,25
24,221,69
24,223,26
24,224,57
24,227,58
24,228,55
24,235,49
24,243,18
24,245,5
24,246,44
24,248,30
24,249,69
24,251,65
24,253,86
24,255,100
25,33,71
25,41,25
25,44,88
25,46,10
25,47,38
25,54,92
25,56,81
25,58,16
25,61,4
25,64,23
25,66,73
25,75,100
25,77,87
25,82,35
25,84,3
25,87,52
25,96,6
25,97,49
25,98,42
25,100,90
25,103,4
25,104,75
25,105,34
25,107,78
25,108,74
25,110,31
25,117,48
25,124,70
25,127,84
25,128,77
25,130,52
25,131,78
25,135,30
25,142,21
25,144,50
25,146,12
25,149,40
25,153,32
25,162,58
25,163,6
25,166,7
25,167,35
25,169,47
25,170,11
25,175,97
25,181,14
25,184,81
25,185,17
25,189,54
25,195,2
25,197,87
25,199,40
25,200,83
25,202,50
25,206,80
25,211,43
25,212,10
25,218,94
25,223,52
25,227,35
25,243,46
25,246,4
25,250,49
25,252,51
25,26,78
26,28,38
26,29,64
26,34,35
26,38,62
26,47,40
26,52,61
26,53,80
26,57,95
26,58,62
26,60,57
26,62,32
26,67,47
26,68,2
26,69,33
26,73,87
26,74,87
26,75,86
26,82,45
26,83,82
26,85,71
26,94,55
26,98,22
26,103,55
26,104,33
26,109,97
26,112,4
26,115,57
26,126,94
26,129,18
26,131,44
26,133,85
26,139,5
26,142,57
26,143,51
26,146,58
26,147,9
26,149,81
26,153,86
26,156,26
26,160,98
26,163,61
26,165,7
26,167,15
26,169,35
26,171,82
26,173,83
26,178,66
26,181,58
26,184,42
26,187,94
26,189,47
26,190,77
26,191,41
26,197,96
26,204,66
26,210,84
26,214,20
26,216,79
26,218,77
26,229,56
26,231,82
26,233,77
26,238,57
26,239,6
26,243,15
26,246,81
26,27,51
27,30,44
27,31,98
27,34,97
27,36,76
27,37,76
27,39,39
27,42,54
27,44,40
27,46,6
27,47,8
27,49,56
27,50,97
27,52,65
27,59,93
27,66,79
27,68,56
27,70,37
27,74,96
27,75,92
27,89,87
27,91,88
27,94,88
27,95,30
27,102,43
27,105,58
27,113,61
27,114,79
27,115,93
27,116,52
27,118,75
27,120,37
27,127,100
27,131,72
27,134,78
27,139,28
27,140,97
27,143,76
27,144,40
27,149,13
27,155,14
27,157,11
27,159,100
27,160,59
27,161,29
27,170,94
27,171,94
27,172,80
27,176,51
27,184,87
27,185,39
27,187,20
27,191,85
27,192,2
27,194,69
27,196,55
27,198,98
27,208,90
27,210,17
27,217,83
27,223,79
27,224,91
27,225,45
27,227,19
27,229,77
27,233,25
27,234,71
27,235,19
27,237,69
27,238,16
27,244,14
27,245,27
27,249,58
27,252,73
27,28,39
28,30,98
28,31,74
28,41,59
28,43,96
28,44,37
28,46,18
28,50,38
28,55,60
28,57,99
28,59,93
28,60,88
28,62,99
28,63,87
28,65,91
28,67,31
28,76,79
28,78,88
28,81,32
28,84,98
28,85,50
28,88,22
28,92,46
28,94,87
28,101,4
28,112,76
28,115,10
28,117,62
28,122,96
28,127,90
28,129,26
28,131,67
28,135,88
28,137,94
28,140,42
28,141,71
28,142,47
28,143,56
28,154,94
28,156,10
28,159,53
28,164,81
28,175,13
28,179,19
28,192,81
28,193,40
28,194,68
28,196,40
28,197,44
28,200,98
28,203,39
28,205,2
28,213,5
28,215,88
28,218,67
28,220,69
28,222,85
28,224,14
28,227,9
28,229,74
28,230,7
28,232,13
28,244,81
28,246,4
28,247,22
28,249,71
28,29,68
29,35,35
29,36,92
29,41,4
29,45,3
29,48,9
29,51,49
29,66,14
29,68,19
29,71,85
29,72,32
29,73,17
29,77,85
29,79,90
29,82,67
29,84,6
29,89,13
29,90,40
29,93,53
29,98,46
29,99,66
29,104,52
29,109,53
29,110,92
29,112,66
29,113,31
29,115,27
29,120,33
29,125,57
29,127,95
29,128,13
29,132,57
29,133,71
29,134,15
29,135,98
29,138,98
29,144,21
29,145,6
29,149,74
29,152,62
29,157,71
29,158,38
29,162,1
29,164,93
29,169,99
29,178,74
29,181,39
29,182,1
29,184,28
29,185,14
29,188,88
29,190,99
29,196,23
29,198,94
29,199,60
29,202,30
29,203,71
29,204,62
29,205,90
29,216,41
29,217,74
29,218,13
29,219,34
29,221,26
29,224,33
29,228,98
29,230,14
29,231,94
29,232,1
29,237,4
29,238,16
29,249,26
29,250,82
29,252,6
29,255,27
29,30,9
30,36,98
30,37,74
30,39,31
30,40,68
30,44,75
30,45,32
30,46,88
30,48,1
30,51,28
30,55,68
30,57,69
30,60,66
30,62,64
30,71,21
30,72,1
30,73,100
30,79,52
30,85,59
30,86,3
30,92,70
30,100,60
30,101,99
30,102,34
30,103,61
30,105,85
30,108,83
30,111,54
30,113,97
30,117,77
30,123,29
30,126,29
30,128,38
30,129,79
30,132,86
30,133,53
30,137,61
30,144,16
30,145,7
30,146,74
30,149,74
30,150,76
30,151,35
30,153,72
30,156,39
30,158,83
30,162,64
30,164,48
30,167,14
30,170,14
30,176,73
30,181,37
30,186,86
30,187,98
30,197,90
30,201,57
30,202,16
30,208,72
30,209,53
30,210,11
30,212,54
30,218,8
30,220,2
30,221,85
30,225,90
30,226,93
30,227,71
30,229,93
30,230,22
30,241,31
30,247,81
30,250,71
30,251,95
30,31,19
31,38,33
31,45,96
31,48,94
31,51,94
31,55,45
31,56,57
31,57,30
31,65,65
31,66,76
31,76,76
31,83,35
31,88,44
31,94,23
31,95,8
31,98,100
31,102,93
31,104,96
31,106,86
31,111,50
31,112,21
31,113,71
31,123,31
31,126,96
31,131,46
31,137,82
31,138,88
31,140,35
31,141,30
31,144,38
31,149,18
31,153,76
31,154,22
31,157,43
31,159,15
31,166,59
31,167,92
31,169,90
31,175,75
31,180,43
31,181,57
31,183,71
31,185,12
31,187,94
31,188,63
31,197,87
31,201,83
31,210,36
31,211,88
31,213,57
31,220,76
31,221,66
31,226,45
31,228,65
31,234,30
31,236,7
31,240,48
31,247,78
31,249,96
31,252,44
31,32,48
32,37,55
32,38,78
32,43,76
32,46,87
32,48,60
32,49,83
32,50,79
32,51,25
32,58,19
32,63,45
32,71,80
32,72,31
32,75,6
32,77,60
32,79,44
32,81,34
32,82,8
32,83,73
32,85,18
32,88,22
32,90,52
32,91,17
32,93,50
32,99,54
32,101,74
32,105,98
32,107,67
32,110,28
32,117,90
