source,target,weight
16,62,6
16,17,76
17,18,62
17,19,5
17,20,63
17,26,34
17,34,99
17,38,97
17,39,20
17,40,82
17,46,81
17,49,71
17,52,68
17,54,26
17,57,58
17,62,91
18,21,26
18,25,38
18,30,57
18,35,94
18,36,81
18,39,92
18,40,67
18,46,68
18,48,3
18,50,55
18,51,11
18,56,84
18,60,81
18,19,76
19,25,6
19,26,54
19,27,67
19,28,66
19,33,96
19,34,4
19,38,31
19,39,31
19,42,74
19,43,78
19,49,72
19,51,35
19,52,93
19,55,49
19,56,84
19,58,97
19,60,81
19,61,15
19,62,8
19,63,5
19,20,8
20,24,93
20,26,98
20,46,42
20,48,42
20,49,44
20,52,71
20,53,58
20,57,28
20,21,47
21,23,42
21,26,65
21,28,15
21,30,41
21,35,12
21,39,76
21,41,17
21,45,91
21,59,4
21,61,31
21,63,16
21,22,85
22,23,56
22,24,91
22,25,84
22,28,30
22,34,40
22,36,51
22,39,14
22,48,70
22,51,85
22,57,33
22,60,21
23,26,99
23,30,88
23,32,13
23,42,74
23,48,79
23,50,29
23,51,9
23,52,73
23,53,46
23,57,50
23,58,18
23,62,28
23,24,4
24,30,13
24,36,8
24,40,10
24,51,95
24,53,61
24,60,46
24,61,18
24,25,44
25,26,71
25,36,43
25,39,11
25,42,65
25,49,35
25,50,61
25,52,49
25,54,90
25,55,17
25,56,53
25,57,15
25,60,24
26,29,19
26,31,26
26,33,35
26,38,41
26,40,6
26,41,10
26,43,27
26,48,81
26,52,86
26,54,24
26,56,95
26,61,22
26,62,80
26,27,42
27,32,37
27,35,51
27,36,37
27,38,8
27,44,100
27,46,100
27,47,52
27,48,6
27,49,34
27,54,31
27,63,51
27,28,9
28,29,33
28,31,87
28,34,83
28,35,35
28,40,6
28,42,49
28,47,35
28,50,1
28,55,97
28,59,39
28,60,25
28,62,8
28,63,4
29,48,77
29,51,100
29,59,24
29,61,46
29,30,42
30,41,90
30,42,79
30,44,84
30,46,44
30,47,7
30,54,79
30,55,66
30,58,70
30,63,97
30,31,77
31,32,83
31,34,7
31,35,15
31,36,17
31,38,16
31,39,91
31,40,83
31,47,83
31,51,26
31,55,23
31,59,71
32,34,70
32,35,71
32,36,74
32,38,5
32,39,74
32,40,78
32,41,41
32,46,1
32,48,86
32,50,78
32,51,1
32,53,50
32,55,18
32,57,23
32,59,13
32,60,5
32,33,39
33,35,71
33,36,50
33,38,96
33,42,27
33,43,60
33,44,38
33,51,27
33,34,51
34,43,32
34,46,7
34,49,59
34,60,59
34,35,79
35,36,97
35,41,33
35,42,97
35,43,5
35,46,3
35,50,40
35,53,15
35,58,12
35,63,42
36,37,67
36,42,10
36,44,78
36,45,28
36,49,1
36,54,24
36,62,57
37,38,10
37,39,77
37,41,56
37,48,35
37,50,99
37,51,9
37,54,78
37,57,28
37,58,27
37,59,5
37,62,65
37,63,9
38,41,50
38,42,57
38,43,95
38,44,100
38,45,45
38,47,71
38,48,22
38,49,4
38,51,61
38,56,98
38,57,8
38,60,92
38,61,13
38,63,92
38,39,83
39,42,51
39,44,58
39,45,91
39,46,85
39,52,46
39,53,72
39,55,85
39,58,25
39,59,87
39,60,100
39,62,64
39,63,4
39,40,11
40,41,48
40,42,65
40,51,44
40,56,98
40,57,21
41,47,53
41,48,26
41,49,72
41,53,24
41,56,29
41,57,13
41,59,93
41,61,90
41,42,21
42,49,72
42,50,95
42,54,1
42,43,69
43,44,87
43,46,66
43,47,33
43,50,54
43,51,79
43,56,14
43,59,63
43,60,27
43,61,62
44,45,54
44,46,3
44,60,44
44,61,83
44,63,20
45,46,65
45,47,38
45,49,49
45,54,96
45,56,60
45,62,20
46,48,1
46,49,67
46,52,69
46,53,75
46,63,93
46,47,99
47,48,20
47,51,4
47,52,27
47,56,52
47,60,43
47,62,34
48,50,46
48,49,55
49,53,23
49,55,7
49,57,25
49,50,29
50,52,30
50,56,39
50,58,38
50,51,51
51,53,77
51,56,85
51,62,87
51,52,72
52,53,52
52,54,11
52,56,51
52,61,30
52,62,98
53,55,15
53,63,94
53,54,78
54,59,57
54,60,10
54,61,20
54,63,29
54,55,93
55,56,87
56,57,83
56,59,38
56,62,36
57,59,89
57,60,45
57,58,35
58,61,60
58,63,41
58,59,24
59,63,18
59,60,78
60,62,14
60,61,49
61,62,51
62,63,46
